filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Dum Aloo 56.jpg,640,640,Dum Aloo,132,248,531,525,10560
Dum Aloo 58.jpg,640,640,Dum Aloo,121,313,444,540,10561
Dum Aloo 59.jpg,640,640,Dum Aloo,158,297,474,522,10562
Dum Aloo 6.jpg,640,640,Dum Aloo,183,206,550,406,10563
Dum Aloo 61.jpg,640,640,Dum Aloo,90,369,429,583,10564
Dum Aloo 62.jpg,640,640,Dum Aloo,43,296,382,595,10565
Dum Aloo 63.jpg,640,640,Dum Aloo,72,82,600,547,10566
Dum Aloo 64.jpg,640,640,Dum Aloo,132,175,569,572,10567
Dum Aloo 65.jpg,640,640,Dum Aloo,88,315,422,522,10568
Dum Aloo 66.jpg,640,640,Dum Aloo,176,115,554,531,10569
Dum Aloo 67.jpg,640,640,Dum Aloo,160,280,527,483,10570
Dum Aloo 7.jpg,640,640,Dum Aloo,116,142,565,521,10571
Dum Aloo 70.jpg,640,640,Dum Aloo,89,178,519,507,10572
Dum Aloo 71.jpg,640,640,Dum Aloo,293,156,520,398,10573
Dum Aloo 72.jpg,640,640,Dum Aloo,202,371,426,599,10574
Dum Aloo 73.jpg,640,640,Dum Aloo,50,110,575,621,10575
Dum Aloo 75.jpg,640,640,Dum Aloo,156,103,469,402,10576
Dum Aloo 77.jpg,640,640,Dum Aloo,361,288,590,396,10577
Dum Aloo 77.jpg,640,640,Dum Aloo,302,503,488,632,10577
Dum Aloo 78.jpg,640,640,Dum Aloo,142,167,516,489,10578
Dum Aloo 79.jpg,640,640,Dum Aloo,86,233,532,610,10579
Dum Aloo 80.jpg,640,640,Dum Aloo,90,52,488,602,10580
Dum Aloo 81.jpg,640,640,Dum Aloo,175,333,508,560,10581
Dum Aloo 83.jpg,640,640,Dum Aloo,100,183,631,498,10582
Dum Aloo 84.jpg,640,640,Dum Aloo,44,171,619,570,10583
Dum Aloo 85.jpg,640,640,Dum Aloo,77,187,573,501,10584
Dum Aloo 86.jpg,640,640,Dum Aloo,169,281,474,540,10585
Dum Aloo 87.jpg,640,640,Dum Aloo,250,97,517,549,10586
Dum Aloo 89.jpg,640,640,Dum Aloo,129,90,506,597,10587
Dum Aloo 91.jpg,640,640,Dum Aloo,137,267,584,438,10588
Dum Aloo 92.jpg,640,640,Dum Aloo,68,127,551,550,10589
Dum Aloo 93.jpg,640,640,Dum Aloo,58,196,345,463,10590
Dum Aloo 94.jpg,640,640,Dum Aloo,196,226,457,491,10591
Dum Aloo 95.jpg,640,640,Dum Aloo,156,131,531,537,10592
Dumplings 1.jpg,512,343,Dumplings,4,133,167,275,10593
Dumplings 1.jpg,512,343,Dumplings,307,199,506,321,10593
Dumplings 1.jpg,512,343,Dumplings,349,82,512,224,10593
Dumplings 1.jpg,512,343,Dumplings,182,130,370,282,10593
Dumplings 1.jpg,512,343,Dumplings,249,1,412,142,10593
Dumplings 10.jpg,512,384,Dumplings,74,228,196,333,10594
Dumplings 10.jpg,512,384,Dumplings,211,118,304,200,10594
Dumplings 10.jpg,512,384,Dumplings,156,317,285,381,10594
Dumplings 10.jpg,512,384,Dumplings,350,256,464,344,10594
Dumplings 10.jpg,512,384,Dumplings,372,180,490,275,10594
Dumplings 10.jpg,512,384,Dumplings,316,113,409,195,10594
Dumplings 10.jpg,512,384,Dumplings,193,187,315,307,10594
Dumplings 11.jpg,512,384,Dumplings,134,29,262,148,10595
Dumplings 11.jpg,512,384,Dumplings,8,115,192,263,10595
Dumplings 11.jpg,512,384,Dumplings,127,235,342,364,10595
Dumplings 11.jpg,512,384,Dumplings,320,149,508,319,10595
Dumplings 11.jpg,512,384,Dumplings,274,40,427,163,10595
Dumplings 12.jpg,512,384,Dumplings,125,255,222,354,10596
Dumplings 12.jpg,512,384,Dumplings,204,215,301,314,10596
Dumplings 12.jpg,512,384,Dumplings,110,159,207,258,10596
Dumplings 12.jpg,512,384,Dumplings,246,285,343,384,10596
Dumplings 12.jpg,512,384,Dumplings,300,147,397,246,10596
Dumplings 12.jpg,512,384,Dumplings,113,84,201,179,10596
Dumplings 12.jpg,512,384,Dumplings,197,137,293,219,10596
Dumplings 12.jpg,512,384,Dumplings,187,43,284,142,10596
Dumplings 13.jpg,384,512,Dumplings,58,247,135,329,10597
Dumplings 13.jpg,384,512,Dumplings,97,178,169,249,10597
Dumplings 13.jpg,384,512,Dumplings,102,307,169,382,10597
Dumplings 13.jpg,384,512,Dumplings,141,235,218,305,10597
Dumplings 14.jpg,512,384,Dumplings,114,178,332,373,10598
Dumplings 14.jpg,512,384,Dumplings,275,101,440,251,10598
Dumplings 14.jpg,512,384,Dumplings,116,87,275,200,10598
Dumplings 15.jpg,512,384,Dumplings,78,172,186,268,10599
Dumplings 15.jpg,512,384,Dumplings,50,103,150,194,10599
Dumplings 15.jpg,512,384,Dumplings,336,168,436,259,10599
Dumplings 15.jpg,512,384,Dumplings,333,96,435,177,10599
Dumplings 15.jpg,512,384,Dumplings,222,53,310,125,10599
Dumplings 15.jpg,512,384,Dumplings,214,163,337,263,10599
Dumplings 15.jpg,512,384,Dumplings,140,64,229,136,10599
Dumplings 15.jpg,512,384,Dumplings,145,237,273,345,10599
Dumplings 16.jpg,512,384,Dumplings,119,160,217,257,10600
Dumplings 16.jpg,512,384,Dumplings,189,226,299,331,10600
Dumplings 16.jpg,512,384,Dumplings,318,221,447,328,10600
Dumplings 16.jpg,512,384,Dumplings,253,136,352,215,10600
Dumplings 16.jpg,512,384,Dumplings,342,78,438,155,10600
Dumplings 16.jpg,512,384,Dumplings,254,61,343,138,10600
Dumplings 16.jpg,512,384,Dumplings,157,76,256,160,10600
Dumplings 18.jpg,512,384,Dumplings,35,128,167,257,10601
Dumplings 18.jpg,512,384,Dumplings,155,145,303,265,10601
Dumplings 18.jpg,512,384,Dumplings,116,247,302,363,10601
Dumplings 18.jpg,512,384,Dumplings,291,230,453,348,10601
Dumplings 18.jpg,512,384,Dumplings,177,86,300,181,10601
Dumplings 18.jpg,512,384,Dumplings,295,116,422,216,10601
Dumplings 19.jpg,512,384,Dumplings,157,146,344,273,10602
Dumplings 2.jpg,384,512,Dumplings,35,263,157,383,10603
Dumplings 2.jpg,384,512,Dumplings,321,164,384,279,10603
Dumplings 2.jpg,384,512,Dumplings,29,172,135,270,10603
Dumplings 2.jpg,384,512,Dumplings,154,185,283,288,10603
Dumplings 2.jpg,384,512,Dumplings,149,292,281,388,10603
Dumplings 2.jpg,384,512,Dumplings,59,89,157,175,10603
Dumplings 2.jpg,384,512,Dumplings,177,23,276,124,10603
Dumplings 20.jpg,512,384,Dumplings,154,33,410,306,10604
Dumplings 21.jpg,512,410,Dumplings,61,148,201,278,10605
Dumplings 21.jpg,512,410,Dumplings,128,269,312,404,10605
Dumplings 21.jpg,512,410,Dumplings,186,85,305,207,10605
Dumplings 21.jpg,512,410,Dumplings,283,231,429,380,10605
Dumplings 21.jpg,512,410,Dumplings,298,125,443,260,10605
Dumplings 22.jpg,512,384,Dumplings,57,216,225,363,10606
Dumplings 22.jpg,512,384,Dumplings,313,151,481,298,10606
Dumplings 22.jpg,512,384,Dumplings,200,239,394,384,10606
Dumplings 22.jpg,512,384,Dumplings,135,72,243,173,10606
Dumplings 23.jpg,512,384,Dumplings,154,30,213,130,10607
Dumplings 23.jpg,512,384,Dumplings,202,44,256,136,10607
Dumplings 23.jpg,512,384,Dumplings,244,45,327,139,10607
Dumplings 23.jpg,512,384,Dumplings,299,67,374,160,10607
Dumplings 24.jpg,512,384,Dumplings,44,112,210,251,10608
Dumplings 24.jpg,512,384,Dumplings,209,140,373,292,10608
Dumplings 24.jpg,512,384,Dumplings,159,40,314,165,10608
Dumplings 24.jpg,512,384,Dumplings,342,85,508,224,10608
Dumplings 24.jpg,512,384,Dumplings,109,254,306,384,10608
Dumplings 26.jpg,341,512,Dumplings,94,56,269,257,10609
Dumplings 27.jpg,512,341,Dumplings,50,109,212,257,10610
Dumplings 27.jpg,512,341,Dumplings,146,210,353,324,10610
Dumplings 27.jpg,512,341,Dumplings,212,86,400,229,10610
Dumplings 27.jpg,512,341,Dumplings,345,160,506,312,10610
Dumplings 28.jpg,384,512,Dumplings,1,51,102,180,10611
Dumplings 28.jpg,384,512,Dumplings,136,185,270,321,10611
Dumplings 3.jpg,384,512,Dumplings,62,238,249,386,10612
Dumplings 3.jpg,384,512,Dumplings,60,236,247,384,10612
Dumplings 3.jpg,384,512,Dumplings,126,97,294,240,10612
Dumplings 3.jpg,384,512,Dumplings,2,129,189,277,10612
Dumplings 3.jpg,384,512,Dumplings,196,196,383,344,10612
Dumplings 30.jpg,512,384,Dumplings,40,131,187,259,10613
Dumplings 30.jpg,512,384,Dumplings,292,28,439,156,10613
Dumplings 30.jpg,512,384,Dumplings,81,22,228,150,10613
Dumplings 30.jpg,512,384,Dumplings,161,110,308,238,10613
Dumplings 31.jpg,512,384,Dumplings,240,72,332,141,10614
Dumplings 31.jpg,512,384,Dumplings,389,101,481,170,10614
Dumplings 31.jpg,512,384,Dumplings,315,126,407,195,10614
Dumplings 31.jpg,512,384,Dumplings,242,138,334,207,10614
Dumplings 32.jpg,384,512,Dumplings,13,137,220,333,10615
Dumplings 32.jpg,384,512,Dumplings,138,221,372,387,10615
Dumplings 32.jpg,384,512,Dumplings,122,68,284,213,10615
Dumplings 32.jpg,384,512,Dumplings,250,129,384,304,10615
Dumplings 33.jpg,512,384,Dumplings,179,63,463,233,10616
Dumplings 35.jpg,512,384,Dumplings,5,148,131,243,10617
Dumplings 35.jpg,512,384,Dumplings,70,185,209,290,10617
Dumplings 35.jpg,512,384,Dumplings,335,104,461,199,10617
Dumplings 35.jpg,512,384,Dumplings,238,234,381,330,10617
Dumplings 35.jpg,512,384,Dumplings,321,184,470,299,10617
Dumplings 35.jpg,512,384,Dumplings,227,85,353,180,10617
Dumplings 35.jpg,512,384,Dumplings,189,155,315,250,10617
Dumplings 35.jpg,512,384,Dumplings,168,63,254,148,10617
Dumplings 37.jpg,512,384,Dumplings,157,51,488,327,10618
Dumplings 38.jpg,512,384,Dumplings,1,196,187,379,10619
Dumplings 38.jpg,512,384,Dumplings,1,70,159,217,10619
Dumplings 38.jpg,512,384,Dumplings,151,82,354,263,10619
Dumplings 38.jpg,512,384,Dumplings,102,1,272,110,10619
Dumplings 38.jpg,512,384,Dumplings,336,1,512,149,10619
Dumplings 39.jpg,512,384,Dumplings,1,132,200,298,10620
Dumplings 39.jpg,512,384,Dumplings,341,30,452,255,10620
Dumplings 4.jpg,384,512,Dumplings,39,262,135,369,10621
Dumplings 4.jpg,384,512,Dumplings,265,194,361,301,10621
Dumplings 4.jpg,384,512,Dumplings,128,175,216,252,10621
Dumplings 4.jpg,384,512,Dumplings,63,172,144,272,10621
Dumplings 4.jpg,384,512,Dumplings,148,312,225,399,10621
Dumplings 4.jpg,384,512,Dumplings,181,215,277,322,10621
Dumplings 40.jpg,512,384,Dumplings,1,195,151,331,10622
Dumplings 40.jpg,512,384,Dumplings,32,111,162,209,10622
Dumplings 40.jpg,512,384,Dumplings,136,206,307,348,10622
Dumplings 40.jpg,512,384,Dumplings,277,118,432,216,10622
Dumplings 41.jpg,512,384,Dumplings,102,58,438,384,10623
Dumplings 43.jpg,512,465,Dumplings,163,178,333,319,10624
Dumplings 44.jpg,512,384,Dumplings,29,138,168,253,10625
Dumplings 44.jpg,512,384,Dumplings,123,87,243,177,10625
Dumplings 44.jpg,512,384,Dumplings,134,240,320,326,10625
Dumplings 44.jpg,512,384,Dumplings,186,128,317,228,10625
Dumplings 44.jpg,512,384,Dumplings,264,199,422,301,10625
Dumplings 48.jpg,512,384,Dumplings,74,32,295,159,10626
Dumplings 48.jpg,512,384,Dumplings,354,1,496,371,10626
Dumplings 48.jpg,512,384,Dumplings,237,51,387,298,10626
Dumplings 5.jpg,384,512,Dumplings,24,218,123,297,10627
Dumplings 5.jpg,384,512,Dumplings,91,156,206,239,10627
Dumplings 5.jpg,384,512,Dumplings,127,226,235,319,10627
Dumplings 5.jpg,384,512,Dumplings,57,96,140,178,10627
Dumplings 50.jpg,512,384,Dumplings,176,182,220,204,10628
Dumplings 50.jpg,512,384,Dumplings,254,174,294,198,10628
Dumplings 52.jpg,384,512,Dumplings,28,155,122,237,10629
Dumplings 52.jpg,384,512,Dumplings,125,183,222,269,10629
Dumplings 52.jpg,384,512,Dumplings,218,153,315,239,10629
Dumplings 52.jpg,384,512,Dumplings,63,240,160,326,10629
Dumplings 52.jpg,384,512,Dumplings,191,242,288,328,10629
Dumplings 52.jpg,384,512,Dumplings,129,102,226,188,10629
Dumplings 53.jpg,512,384,Dumplings,34,150,254,271,10630
Dumplings 54.jpg,512,384,Dumplings,86,1,357,305,10631
Dumplings 55.jpg,512,383,Dumplings,60,107,204,232,10632
Dumplings 55.jpg,512,383,Dumplings,278,60,422,185,10632
Dumplings 55.jpg,512,383,Dumplings,127,228,274,375,10632
Dumplings 56.jpg,512,384,Dumplings,42,197,191,312,10633
Dumplings 56.jpg,512,384,Dumplings,55,113,178,217,10633
Dumplings 56.jpg,512,384,Dumplings,173,68,279,161,10633
Dumplings 56.jpg,512,384,Dumplings,142,242,293,373,10633
Dumplings 56.jpg,512,384,Dumplings,203,141,328,236,10633
Dumplings 56.jpg,512,384,Dumplings,276,209,424,340,10633
Dumplings 57.jpg,512,342,Dumplings,114,120,401,338,10634
Dumplings 58.jpg,383,512,Dumplings,54,210,292,379,10635
Dumplings 59.jpg,512,383,Dumplings,178,74,263,142,10636
Dumplings 59.jpg,512,383,Dumplings,249,97,350,170,10636
Dumplings 59.jpg,512,383,Dumplings,284,133,416,206,10636
Dumplings 60.jpg,384,512,Dumplings,1,133,76,220,10637
Dumplings 60.jpg,384,512,Dumplings,71,95,170,173,10637
Dumplings 60.jpg,384,512,Dumplings,236,97,339,186,10637
Dumplings 60.jpg,384,512,Dumplings,175,142,281,229,10637
Dumplings 60.jpg,384,512,Dumplings,230,210,340,309,10637
Dumplings 60.jpg,384,512,Dumplings,136,258,265,372,10637
Dumplings 60.jpg,384,512,Dumplings,93,188,199,293,10637
Dumplings 60.jpg,384,512,Dumplings,1,236,116,341,10637
Dumplings 62.jpg,512,384,Dumplings,105,249,229,372,10638
Dumplings 62.jpg,512,384,Dumplings,40,123,154,220,10638
Dumplings 62.jpg,512,384,Dumplings,109,59,207,147,10638
Dumplings 62.jpg,512,384,Dumplings,241,93,355,190,10638
Dumplings 62.jpg,512,384,Dumplings,286,33,389,115,10638
Dumplings 62.jpg,512,384,Dumplings,368,103,482,200,10638
Dumplings 62.jpg,512,384,Dumplings,325,176,439,273,10638
Dumplings 62.jpg,512,384,Dumplings,174,162,296,277,10638
Dumplings 62.jpg,512,384,Dumplings,260,252,399,377,10638
Dumplings 62.jpg,512,384,Dumplings,166,10,267,99,10638
Dumplings 63.jpg,512,511,Dumplings,101,158,405,469,10639
Dumplings 63.jpg,512,511,Dumplings,314,1,512,184,10639
Dumplings 64.jpg,384,512,Dumplings,7,156,147,281,10640
Dumplings 64.jpg,384,512,Dumplings,3,275,161,433,10640
Dumplings 64.jpg,384,512,Dumplings,166,312,350,443,10640
Dumplings 64.jpg,384,512,Dumplings,151,124,299,236,10640
Dumplings 66.jpg,512,382,Dumplings,66,249,179,345,10641
Dumplings 66.jpg,512,382,Dumplings,69,181,157,257,10641
Dumplings 66.jpg,512,382,Dumplings,233,287,374,382,10641
Dumplings 67.jpg,384,512,Dumplings,107,188,168,225,10642
Dumplings 67.jpg,384,512,Dumplings,170,179,225,220,10642
Dumplings 67.jpg,384,512,Dumplings,166,208,217,255,10642
Dumplings 68.jpg,384,512,Dumplings,77,142,246,290,10643
Dumplings 68.jpg,384,512,Dumplings,88,15,257,163,10643
Dumplings 68.jpg,384,512,Dumplings,270,107,384,270,10643
Dumplings 68.jpg,384,512,Dumplings,31,266,200,414,10643
Dumplings 68.jpg,384,512,Dumplings,75,140,244,288,10643
Dumplings 69.jpg,512,362,Dumplings,80,1,404,315,10644
Dumplings 7.jpg,512,384,Dumplings,14,168,134,278,10645
Dumplings 7.jpg,512,384,Dumplings,81,31,181,126,10645
Dumplings 7.jpg,512,384,Dumplings,285,138,402,241,10645
Dumplings 7.jpg,512,384,Dumplings,158,249,274,354,10645
Dumplings 7.jpg,512,384,Dumplings,164,111,271,209,10645
Dumplings 7.jpg,512,384,Dumplings,220,1,320,95,10645
Dumplings 8.jpg,384,512,Dumplings,40,43,201,187,10646
Dumplings 8.jpg,384,512,Dumplings,1,194,161,396,10646
Dumplings 8.jpg,384,512,Dumplings,142,361,378,511,10646
Dumplings 8.jpg,384,512,Dumplings,148,175,375,355,10646
Dumplings 8.jpg,384,512,Dumplings,192,1,358,165,10646
Dumplings 9.jpg,384,512,Dumplings,1,264,90,386,10647
Dumplings 9.jpg,384,512,Dumplings,15,343,160,493,10647
Dumplings 9.jpg,384,512,Dumplings,1,169,108,275,10647
Edamame 1.jpg,512,341,Edamame,1,1,512,341,10648
Edamame 10.jpg,512,384,Edamame,91,8,435,320,10649
Edamame 12.jpg,382,512,Edamame,35,196,324,429,10650
Edamame 13.jpg,512,384,Edamame,23,6,462,348,10651
Edamame 14.jpg,512,512,Edamame,4,41,508,512,10652
Edamame 15.jpg,512,341,Edamame,82,90,468,324,10653
Edamame 16.jpg,512,384,Edamame,57,6,474,348,10654
Edamame 17.jpg,512,384,Edamame,102,1,354,181,10655
Edamame 18.jpg,512,384,Edamame,1,189,166,384,10656
Edamame 18.jpg,512,384,Edamame,113,56,411,344,10656
Edamame 19.jpg,512,384,Edamame,93,72,171,292,10657
Edamame 19.jpg,512,384,Edamame,177,189,415,321,10657
Edamame 19.jpg,512,384,Edamame,130,1,313,70,10657
Edamame 19.jpg,512,384,Edamame,146,53,350,195,10657
Edamame 19.jpg,512,384,Edamame,365,41,452,139,10657
Edamame 20.jpg,512,382,Edamame,317,148,421,382,10658
Edamame 22.jpg,384,512,Edamame,1,116,377,507,10659
Edamame 23.jpg,512,249,Edamame,90,22,467,229,10660
Edamame 24.jpg,384,512,Edamame,1,40,384,485,10661
Edamame 25.jpg,382,512,Edamame,2,122,382,459,10662
Edamame 26.jpg,512,384,Edamame,1,15,512,377,10663
Edamame 27.jpg,512,382,Edamame,57,1,461,328,10664
Edamame 29.jpg,382,512,Edamame,117,190,382,512,10665
Edamame 3.jpg,512,512,Edamame,36,130,512,504,10666
Edamame 3.jpg,512,512,Edamame,3,2,364,291,10666
Edamame 30.jpg,382,512,Edamame,3,35,382,383,10667
Edamame 31.jpg,512,384,Edamame,87,56,313,296,10668
Edamame 31.jpg,512,384,Edamame,291,139,399,295,10668
Edamame 32.jpg,384,512,Edamame,39,171,139,403,10669
Edamame 32.jpg,384,512,Edamame,126,121,287,372,10669
Edamame 32.jpg,384,512,Edamame,165,194,348,385,10669
Edamame 32.jpg,384,512,Edamame,18,54,202,239,10669
Edamame 36.jpg,384,512,Edamame,9,61,384,445,10670
Edamame 37.jpg,384,512,Edamame,2,83,384,391,10671
Edamame 38.jpg,384,512,Edamame,1,268,105,351,10672
Edamame 38.jpg,384,512,Edamame,109,223,372,462,10672
Edamame 39.jpg,384,512,Edamame,104,419,325,469,10673
Edamame 39.jpg,384,512,Edamame,16,189,72,306,10673
Edamame 39.jpg,384,512,Edamame,86,95,180,165,10673
Edamame 39.jpg,384,512,Edamame,200,204,264,323,10673
Edamame 39.jpg,384,512,Edamame,9,318,203,409,10673
Edamame 4.jpg,384,512,Edamame,51,100,317,304,10674
Edamame 40.jpg,512,384,Edamame,176,48,512,309,10675
Edamame 41.jpg,512,384,Edamame,3,299,138,354,10676
Edamame 41.jpg,512,384,Edamame,139,180,239,320,10676
Edamame 41.jpg,512,384,Edamame,233,36,304,167,10676
Edamame 41.jpg,512,384,Edamame,342,13,400,156,10676
Edamame 41.jpg,512,384,Edamame,340,194,394,330,10676
Edamame 41.jpg,512,384,Edamame,151,79,238,220,10676
Edamame 42.jpg,512,384,Edamame,40,37,174,215,10677
Edamame 42.jpg,512,384,Edamame,5,243,186,384,10677
Edamame 42.jpg,512,384,Edamame,284,223,512,315,10677
Edamame 42.jpg,512,384,Edamame,206,24,400,167,10677
Edamame 43.jpg,512,384,Edamame,290,156,418,296,10678
Edamame 43.jpg,512,384,Edamame,349,3,495,177,10678
Edamame 43.jpg,512,384,Edamame,1,75,176,162,10678
Edamame 43.jpg,512,384,Edamame,2,159,197,293,10678
Edamame 44.jpg,384,512,Edamame,1,173,376,403,10679
Edamame 45.jpg,512,384,Edamame,54,13,456,241,10680
Edamame 46.jpg,384,512,Edamame,1,68,384,414,10681
Edamame 47.jpg,512,382,Edamame,124,71,393,242,10682
Edamame 47.jpg,512,382,Edamame,1,1,512,327,10682
Edamame 49.jpg,512,384,Edamame,10,87,509,256,10683
Edamame 5.jpg,512,384,Edamame,74,241,245,274,10684
Edamame 5.jpg,512,384,Edamame,110,268,232,366,10684
Edamame 5.jpg,512,384,Edamame,228,57,339,203,10684
Edamame 5.jpg,512,384,Edamame,130,138,348,227,10684
Edamame 5.jpg,512,384,Edamame,340,19,468,129,10684
Edamame 50.jpg,384,512,Edamame,3,167,384,489,10685
Edamame 51.jpg,512,384,Edamame,108,306,402,384,10686
Edamame 51.jpg,512,384,Edamame,1,164,83,301,10686
Edamame 51.jpg,512,384,Edamame,63,32,512,313,10686
Edamame 52.jpg,512,382,Edamame,78,261,353,378,10687
Edamame 52.jpg,512,382,Edamame,327,30,403,338,10687
Edamame 52.jpg,512,382,Edamame,62,152,214,323,10687
Edamame 52.jpg,512,382,Edamame,363,72,462,300,10687
Edamame 52.jpg,512,382,Edamame,72,53,212,152,10687
Edamame 53.jpg,512,382,Edamame,102,40,428,289,10688
Edamame 54.jpg,512,384,Edamame,64,97,251,226,10689
Edamame 54.jpg,512,384,Edamame,258,99,398,212,10689
Edamame 55.jpg,512,384,Edamame,4,1,502,309,10690
Edamame 56.jpg,512,384,Edamame,1,51,292,299,10691
Edamame 57.jpg,512,384,Edamame,6,26,415,239,10692
Edamame 59.jpg,384,512,Edamame,14,83,384,471,10693
Edamame 6.jpg,512,512,Edamame,25,75,506,451,10694
Edamame 61.jpg,512,384,Edamame,1,165,271,384,10695
Edamame 61.jpg,512,384,Edamame,144,1,353,175,10695
Edamame 62.jpg,384,512,Edamame,19,136,377,405,10696
Edamame 63.jpg,512,383,Edamame,33,68,395,287,10697
Edamame 64.jpg,512,341,Edamame,63,35,460,247,10698
Edamame 66.jpg,512,384,Edamame,335,123,476,322,10699
Edamame 66.jpg,512,384,Edamame,85,55,259,113,10699
Edamame 66.jpg,512,384,Edamame,129,142,312,199,10699
Edamame 66.jpg,512,384,Edamame,20,50,478,315,10699
Edamame 67.jpg,382,512,Edamame,48,136,333,382,10700
Edamame 69.jpg,512,382,Edamame,30,6,512,381,10701
Edamame 70.jpg,382,512,Edamame,1,13,376,469,10702
Edamame 8.jpg,384,512,Edamame,23,152,384,355,10703
Egg Bhurji 1.jpg,360,240,Egg Bhurji,132,42,278,202,10704
Egg Bhurji 10.jpg,360,240,Egg Bhurji,34,19,323,218,10705
Egg Bhurji 11.jpg,360,240,Egg Bhurji,46,62,254,223,10706
Egg Bhurji 12.jpg,320,240,Egg Bhurji,107,66,268,194,10707
Egg Bhurji 13.jpg,360,240,Egg Bhurji,88,32,284,140,10708
Egg Bhurji 14.jpg,360,240,Egg Bhurji,89,1,249,216,10709
Egg Bhurji 15.jpg,402,240,Egg Bhurji,62,111,393,240,10710
Egg Bhurji 16.jpg,360,240,Egg Bhurji,76,28,251,199,10711
Egg Bhurji 17.jpg,360,240,Egg Bhurji,91,34,281,158,10712
Egg Bhurji 18.jpg,160,240,Egg Bhurji,22,84,117,180,10713
Egg Bhurji 19.jpg,160,240,Egg Bhurji,5,79,151,212,10714
Egg Bhurji 2.jpg,360,240,Egg Bhurji,110,17,284,196,10715
Egg Bhurji 21.jpg,320,240,Egg Bhurji,142,104,304,204,10716
Egg Bhurji 22.jpg,360,240,Egg Bhurji,21,40,159,195,10717
Egg Bhurji 23.jpg,360,240,Egg Bhurji,1,1,359,237,10718
Egg Bhurji 24.jpg,160,240,Egg Bhurji,1,20,160,208,10719
Egg Bhurji 26.jpg,160,240,Egg Bhurji,29,89,126,179,10720
Egg Bhurji 27.jpg,360,240,Egg Bhurji,72,59,283,184,10721
Egg Bhurji 28.jpg,381,240,Egg Bhurji,113,45,271,163,10722
Egg Bhurji 29.jpg,360,240,Egg Bhurji,75,35,286,177,10723
Egg Bhurji 3.jpg,160,240,Egg Bhurji,13,52,135,178,10724
Egg Bhurji 30.jpg,360,240,Egg Bhurji,101,51,251,197,10725
Egg Bhurji 31.jpg,360,240,Egg Bhurji,74,41,282,203,10726
Egg Bhurji 32.jpg,360,240,Egg Bhurji,23,13,217,134,10727
Egg Bhurji 36.jpg,360,240,Egg Bhurji,104,50,219,159,10728
Egg Bhurji 37.jpg,360,240,Egg Bhurji,53,63,317,147,10729
Egg Bhurji 38.jpg,360,240,Egg Bhurji,96,71,270,191,10730
Egg Bhurji 39.jpg,160,240,Egg Bhurji,15,59,133,188,10731
Egg Bhurji 4.jpg,360,240,Egg Bhurji,128,18,334,222,10732
Egg Bhurji 41.jpg,360,240,Egg Bhurji,102,58,279,204,10733
Egg Bhurji 42.jpg,160,240,Egg Bhurji,21,61,149,193,10734
Egg Bhurji 44.jpg,360,240,Egg Bhurji,69,49,292,194,10735
Egg Bhurji 45.jpg,360,240,Egg Bhurji,1,1,347,231,10736
Egg Bhurji 46.jpg,360,240,Egg Bhurji,75,24,253,197,10737
Egg Bhurji 49.jpg,360,240,Egg Bhurji,75,51,241,222,10738
Egg Bhurji 5.jpg,160,240,Egg Bhurji,1,52,160,215,10739
Egg Bhurji 50.jpg,160,240,Egg Bhurji,12,86,160,196,10740
Egg Bhurji 52.jpg,360,240,Egg Bhurji,2,42,291,239,10741
Egg Bhurji 53.jpg,240,240,Egg Bhurji,17,1,226,224,10742
Egg Bhurji 55.jpg,360,240,Egg Bhurji,109,15,251,170,10743
Egg Bhurji 56.jpg,360,240,Egg Bhurji,1,1,240,204,10744
Egg Bhurji 57.jpg,360,240,Egg Bhurji,116,42,293,215,10745
Egg Bhurji 58.jpg,360,240,Egg Bhurji,98,59,251,204,10746
Egg Bhurji 59.jpg,401,240,Egg Bhurji,100,36,289,207,10747
Egg Bhurji 6.jpg,360,240,Egg Bhurji,49,34,329,210,10748
Egg Bhurji 60.jpg,300,240,Egg Bhurji,1,25,185,133,10749
Egg Bhurji 8.jpg,455,240,Egg Bhurji,60,32,410,224,10750
Egg Bhurji 9.jpg,360,240,Egg Bhurji,50,36,213,192,10751
Egg Curry 1.jpg,640,640,Egg Curry,64,160,591,417,10752
Egg Curry 10.jpg,640,640,Egg Curry,235,131,456,515,10753
Egg Curry 11.jpg,640,640,Egg Curry,152,427,477,617,10754
Egg Curry 12.jpg,640,640,Egg Curry,84,31,521,567,10755
Egg Curry 13.jpg,640,640,Egg Curry,50,309,561,452,10756
Egg Curry 15.jpg,640,640,Egg Curry,123,189,640,482,10757
Egg Curry 16.jpg,640,640,Egg Curry,67,132,510,617,10758
Egg Curry 17.jpg,640,640,Egg Curry,98,156,542,539,10759
Egg Curry 18.jpg,640,640,Egg Curry,220,175,443,548,10760
Egg Curry 19.jpg,640,640,Egg Curry,81,201,567,524,10761
Egg Curry 2.jpg,640,640,Egg Curry,200,254,488,495,10762
Egg Curry 20.jpg,640,640,Egg Curry,38,49,548,513,10763
Egg Curry 21.jpg,640,640,Egg Curry,67,350,603,593,10764
Egg Curry 23.jpg,640,640,Egg Curry,142,210,621,565,10765
Egg Curry 24.jpg,640,640,Egg Curry,167,141,485,433,10766
Egg Curry 26.jpg,640,640,Egg Curry,113,34,543,625,10767
